"","fte_pollster_name","pollster","id","type","date","confidenceInterval","sampleSize","marginError","partisan","spread.name","spread.affiliation","spread.value","spread.color","updated","link","data_start_date","data_end_date","pollster_type","name","affiliation","value","color","Biden","Sanders","Warren","Bloomberg","Buttigieg","Klobuchar","Harris","O'Rourke","Yang","Gabbard","Booker","Steyer","Bennet","Patrick","Delaney","Castro","Williamson","Bullock","Sestak","Messam","Ryan","de Blasio","Gillibrand","Inslee","Hickenlooper","Moulton","Swalwell","Gravel","Brown","Holder","Clinton","McAuliffe","Pollster.Rating.ID","X..of.Polls","NCPP...AAPOR...Roper","Live.Caller.With.Cellphones","Methodology","Banned.by.538","Historical.Advanced.Plus.Minus","Predictive....Plus.Minus","X538.Grade","Mean.Reverted.Bias","Races.Called.Correctly","Misses.Outside.MOE","Simple.Average.Error","Simple.Expected.Error","Simple.Plus.Minus","Advanced.Plus.Minus","Mean.Reverted.Advanced.Plus.Minus","Predictive.Plus.Minus","X..of.Polls.for.Bias.Analysis","Bias","Mean.Reverted.Bias.1","House.Effect","Average.Distance.from.Polling.Average..ADPA.","Herding.Penalty"
"41","Fox News/Beacon Research/Shaw & Co. Research","FOX News","123706","poll","9/15 - 9/17",""," RV","","",Biden,,+11.0,#009900,2019-09-18 18:12:12,"https://www.foxnews.com/politics/fox-news-poll-september-15-17-2019",2019-09-15,2019-09-17,"1","Biden","","+11.0","#009900",29,18.0,16,NA, 5, 2, 7, 4, 2, 0, 3, 1, 1,NA, 1, 0, 0, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103, 40,"yes","yes","Live","no",-0.5,-0.5,"A-","D +1.5","71%","38%",5.6,5.7, 0.1,-0.5,-0.3,-0.5, 25,"D +2.7","D +1.5","D +1.0",4.9,0.00
"240","YouGov","Economist/YouGov","123676","poll","9/14 - 9/17","","567 RV","","",Biden,,+5.0,#009900,2019-09-18 09:54:59,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/m1n9ik6irs/econTabReport.pdf",2019-09-14,2019-09-17,"1","Biden","","+5.0","#009900",26,14.0,21,NA, 9, 1, 6, 3, 3, 2, 2, 0, 1,NA, 0, 1, 1, 1, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"174","NBC News/Wall Street Journal","NBC News/Wall St. Jrnl","123663","poll","9/13 - 9/16","","506 RV","4.4","",Biden,,+6.0,#009900,2019-09-17 17:28:46,"https://www.documentcloud.org/documents/6417332-FINAL19357-NBCWSJ-September-Democratic-Primary.html",2019-09-13,2019-09-16,"1","Biden","","+6.0","#009900",31,14.0,25,NA, 7, 2, 5, 1, 4, 1, 2, 1, 1,NA, 1, 1, 0, 0, 1,NA, 0, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221, 29,"yes","yes","Live","no",-0.6,-0.4,"A/B°","D +0.8","74%","14%",4.0,5.0,-0.8,-0.6,-0.3,-0.4, 24,"D +1.7","D +0.8","D +1.3",2.9,0.53
"207","SurveyUSA","SurveyUSA","123675","poll","9/13 - 9/16","","1017 LV","3.4","",Biden,,+14.0,#009900,2019-09-18 09:31:46,"http://www.surveyusa.com/client/PollReport.aspx?g=af31ac4e-3786-426b-828e-6359cb6c34bb",2019-09-13,2019-09-16,"1","Biden","","+14.0","#009900",33,17.0,19,NA, 5, 1, 6, 4, 3,NA, 4,NA,NA,NA,NA, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,325,790,"yes","partial","IVR/Online/Live","no",-1.1,-0.8,"A","D +0.1","90%","19%",4.6,5.9,-1.1,-1.1,-1.0,-0.8,628,"D +0.1","D +0.1","R +0.3",5.0,0.12
"101","Morning Consult","Politico/Morning Consult","123629","poll","9/13 - 9/15","","7487 RV","","",Biden,,+12.0,#009900,2019-09-16 15:19:28,"https://morningconsult.com/2020-democratic-primary/",2019-09-13,2019-09-15,"1","Biden","","+12.0","#009900",32,20.0,18,NA, 5, 2, 6, 4, 3, 1, 3, 1, 0,NA, 1, 1, 1, 1,NA,NA, 1, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"85","Ipsos","Reuters/Ipsos","123601","poll","9/9 - 9/10",""," RV","","",Biden,,+6.0,#009900,2019-09-11 18:31:48,"https://www.realclearpolitics.com/docs/2019/Reuters_Dem_2020_Sept_11.pdf",2019-09-09,2019-09-10,"1","Biden","","+6.0","#009900",22,16.0,11,NA, 4, 1, 4, 2, 3, 1, 3, 1, 0,NA,NA, 1, 0, 0, 0, 0, 1, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154, 66,"yes","no","Online","no", 0.3, 0.5,"B-","D +0.2","71%","23%",4.5,4.8,-0.1, 0.3, 0.2, 0.5, 60,"D +0.3","D +0.2","D +0.8",3.5,0.16
"229","YouGov","Economist/YouGov","123573","poll","9/8 - 9/10","","1188 RV","3.0","",Tie,,,,2019-09-11 18:40:21,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hrk03f83zc/econTabReport.pdf",2019-09-08,2019-09-10,"1","Tie","","","",26,16.0,26,NA, 6, 1, 6, 1, 2, 1, 2, 0, 1,NA, 0, 1, 1, 1, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"15","CNN/Opinion Research Corp.","CNN","123599","poll","9/5 - 9/9","","908 RV","","",Biden,,+6.0,#009900,2019-09-11 17:54:33,"https://cdn.cnn.com/cnn/2019/images/09/11/rel10b.-.2020.pdf",2019-09-05,2019-09-09,"1","Biden","","+6.0","#009900",24,17.0,18,NA, 6, 1, 8, 5, 2, 2, 2, 1, 1,NA, 0, 1, 1, 0, 0,NA, 1, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA, 37, 98,"yes","yes","Live","no",-0.2,-0.1,"B+","D +0.1","72%","24%",5.4,6.0,-0.4,-0.2,-0.2,-0.1, 70,"D +0.1","D +0.1","D +0.2",4.6,0.20
"155","Morning Consult","Politico/Morning Consult","123516","poll","9/2 - 9/8","","17824 RV","","",Biden,,+12.0,#009900,2019-09-09 22:43:57,"https://morningconsult.com/2020-democratic-primary/",2019-09-02,2019-09-08,"1","Biden","","+12.0","#009900",33,21.0,16,NA, 5, 1, 7, 3, 3, 1, 3, 1, 1,NA, 1, 1, 1, 0,NA,NA, 1, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"210","USC Dornsife/LA Times","LA Times/USC","123589","poll","8/12 - 9/8","","2462 LV","","",Biden,,+15.0,#009900,2019-09-11 11:43:10,"https://drive.google.com/file/d/1b8wZOfldlNWoaN4ajvl-c-g_Vvao-t5C/view",2019-08-12,2019-09-08,"1","Biden","","+15.0","#009900",28,13.0,11,NA, 4, 1, 8, 3, 2, 1, 2, 0, 0,NA, 0, 0, 0, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,  6,"yes","no","Online","no", 3.5, 1.2,"B/C°","D +0.3","67%","83%",5.3,3.1, 2.3, 3.5, 0.8, 1.2,  6,"D +1.2","D +0.3","D +1.1",9.0,0.00
"257",NA,"The Hill/HarrisX","123600","poll","9/7 - 9/8","","454 RV","","",Biden,,+12.0,#009900,2019-09-11 17:58:12,"https://thehill.com/hilltv/rising/460934-harris-and-yang-ticked-up-three-front-runners-dip-slightly",2019-09-07,2019-09-08,"1","Biden","","+12.0","#009900",27,15.0,12,NA, 4, 1, 7, 3, 5, 1, 3, 1, 1,NA, 1, 2, 0, 1, 1, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","ABC News/Washington Post","ABC News/Wash Post","123508","poll","9/2 - 9/5","","437 RV","5.5","",Biden,,+10.0,#009900,2019-09-08 00:09:52,"https://abcnews.go.com/Politics/warren-gains-harris-slips-room-movement-vast/story?id=65414558",2019-09-02,2019-09-05,"1","Biden","","+10.0","#009900",29,19.0,18,NA, 4, 2, 7, 3, 3, 2, 1, 1, 0,NA, 0, 0, 0, 0,NA,NA, 0, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,  3, 63,"yes","yes","Live","no",-1.5,-1.3,"A+","D +0.6","79%","5%",2.8,4.6,-1.7,-1.5,-1.1,-1.3, 58,"D +0.9","D +0.6","D +1.5",3.8,0.02
"236","YouGov","Economist/YouGov","123454","poll","9/1 - 9/3",""," ","","",Biden,,+4.0,#009900,2019-09-04 14:55:48,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3gj4ffirhi/econTabReport.pdf",2019-09-01,2019-09-03,"1","Biden","","+4.0","#009900",26,14.0,22,NA, 5, 0, 5, 1, 3, 3, 1, 0, 1,NA, 1, 1, 1, 0, 0, 0, 1, 2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"113","Morning Consult","Politico/Morning Consult","123453","poll","8/26 - 9/1","","16736 RV","","",Biden,,+12.0,#009900,2019-09-04 07:35:29,"https://morningconsult.com/2020-democratic-primary/",2019-08-26,2019-09-01,"1","Biden","","+12.0","#009900",32,20.0,16,NA, 5, 1, 8, 3, 3, 1, 3, 1, 1,NA, 1, 1, 1, 1,NA,NA, 1, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"75","IBD/TIPP","IBD/TIPP","123436","poll","8/22 - 8/30","","360 RV","","",Biden,,+4.0,#009900,2019-09-03 11:38:57,"https://www.investors.com/news/elizabeth-warren-joe-biden-sanders-democratic-race-biden-vs-trump/",2019-08-22,2019-08-30,"1","Biden","","+4.0","#009900",28,12.0,24,NA, 5, 1, 6, 0, 1, 0, 4, 0, 0,NA, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,144, 22,"yes","yes","Live","no",-2.0,-1.1,"A/B°","R +0.8","73%","5%",2.1,4.0,-1.7,-2.0,-0.9,-1.1, 22,"R +1.8","R +0.8","R +1.3",3.4,0.23
"56","Harris Insights & Analytics","Harvard-Harris","123441","poll","8/26 - 8/28","","951 RV","","",Biden,,+16.0,#009900,2019-09-03 15:17:29,"https://harvardharrispoll.com/wp-content/uploads/2019/09/HHP_August2019_Crosstabs_RegisteredVoters.pdf",2019-08-26,2019-08-28,"1","Biden","","+16.0","#009900",32,16.0,13,NA, 4, 1, 7, 4, 2, 1, 3, 1,NA,NA, 1, 1, 0,NA,NA, 0, 0,NA, 0,NA,NA,NA, 0, 0,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"230","YouGov","Economist/YouGov","123407","poll","8/24 - 8/27","","511 RV","","",Biden,,+4.0,#009900,2019-08-28 10:05:24,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/b17i8aeg5p/econTabReport.pdf",2019-08-24,2019-08-27,"1","Biden","","+4.0","#009900",25,14.0,21,NA, 5, 1, 8, 2, 2, 2, 2, 1, 1,NA, 0, 1, 1, 1, 0, 0, 0, 1, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"21","Emerson College","Emerson","123364","poll","8/24 - 8/26","","627 RV","3.9","",Biden,,+7.0,#009900,2019-08-27 12:04:55,"https://emersonpolling.reportablenews.com/pr/august-national-poll-sanders-closing-gap-with-biden-mayor-pete-fades",2019-08-24,2019-08-26,"1","Biden","","+7.0","#009900",31,24.0,15,NA, 3, 1,10, 3, 4, 3, 3, 0, 0,NA, 0, 1, 0, 0, 0, 0, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA, 88,142,"yes","no","IVR/Online","no",-1.1,-0.5,"A-","R +0.0","81%","18%",5.0,6.1,-0.9,-1.1,-1.0,-0.5,113,"R +0.0","R +0.0","R +1.4",4.8,0.23
"180","Quinnipiac University","Quinnipiac","123382","poll","8/21 - 8/26","","1422 RV","4.6","",Biden,,+13.0,#009900,2019-08-28 12:23:08,"https://poll.qu.edu/national/release-detail?ReleaseID=3638",2019-08-21,2019-08-26,"1","Biden","","+13.0","#009900",32,15.0,19,NA, 5, 1, 7, 1, 3, 1, 1, 0, 1,NA, 0, 0, 1, 1, 0, 0, 0, 1, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"164","Morning Consult","Politico/Morning Consult","123360","poll","8/19 - 8/25","","17303 RV","","",Biden,,+13.0,#009900,2019-08-26 22:55:43,"https://morningconsult.com/2020-democratic-primary/",2019-08-19,2019-08-25,"1","Biden","","+13.0","#009900",33,20.0,15,NA, 5, 1, 8, 3, 2, 1, 3, 1, 1,NA, 1, 1, 1, 1,NA,NA, 1, 1, 1,NA,NA,NA,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"201","Suffolk University","USA Today/Suffolk","123373","poll","8/20 - 8/25","","424 RV","","",Biden,,+18.0,#009900,2019-08-28 07:37:39,"https://www.usatoday.com/story/news/politics/elections/2019/08/28/2020-biden-leads-democrats-voters-dread-election/2120726001/",2019-08-20,2019-08-25,"1","Biden","","+18.0","#009900",32,12.0,14,NA, 6, 0, 6, 2, 3, 0, 2, 0, 0,NA, 0, 1, 0, 0, 0, 0, 1, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,323, 79,"no","yes","Live","no",-0.8,-0.4,"A-","D +0.5","80%","24%",4.9,6.5,-1.5,-0.8,-0.6,-0.4, 49,"D +0.8","D +0.5","D +1.8",5.8,0.00
"271",NA,"The Hill/HarrisX","123372","poll","8/23 - 8/24","","1001 RV","3.1","",Biden,,+13.0,#009900,2019-08-27 16:57:46,"https://thehill.com/hilltv/what-americas-thinking/459016-warren-gains-on-sanders-biden-in-new-national-poll",2019-08-23,2019-08-24,"1","Biden","","+13.0","#009900",30,17.0,14,NA, 4, 1, 4, 3, 2, 1, 2, 1, 1,NA, 0, 1, 1, 2, 0, 1, 1, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","Monmouth University","Monmouth","123359","poll","8/16 - 8/20","","298 RV","5.7","",Tie,,,,2019-08-26 11:57:11,"https://www.monmouth.edu/polling-institute/reports/monmouthpoll_US_082619/",2019-08-16,2019-08-20,"1","Tie","","","",19,20.0,20,NA, 4, 1, 8, 2, 3, 1, 4, 0, 0,NA, 0, 2, 2, 0, 0, 0, 0, 1, 0, 0,NA, 0,NA,NA,NA,NA,NA,NA,215,100,"yes","yes","Live","no",-1.9,-1.5,"A+","D +1.3","80%","21%",5.2,6.5,-1.1,-1.9,-1.6,-1.5, 70,"D +1.8","D +1.3","R +0.5",5.1,0.20
"244","YouGov","Economist/YouGov","123311","poll","8/17 - 8/20",""," RV","","",Biden,,+3.0,#009900,2019-08-21 12:12:13,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/u4gcv1suy6/econTabReport.pdf",2019-08-17,2019-08-20,"1","Biden","","+3.0","#009900",22,19.0,18,NA, 8, 0, 8, 3, 1, 2, 2, 0, 0,NA, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1,NA, 0,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"7","CNN/Opinion Research Corp.","CNN","123277","poll","8/15 - 8/18","","402 RV","","",Biden,,+14.0,#009900,2019-08-20 08:50:58,"http://cdn.cnn.com/cnn/2019/images/08/19/rel9a.-.democrats.2020.pdf",2019-08-15,2019-08-18,"1","Biden","","+14.0","#009900",29,15.0,14,NA, 5, 1, 5, 3, 1, 2, 2, 1, 0,NA, 0, 2, 0, 1, 0,NA, 1, 0, 0, 0,NA, 0,NA,NA,NA,NA,NA,NA, 37, 98,"yes","yes","Live","no",-0.2,-0.1,"B+","D +0.1","72%","24%",5.4,6.0,-0.4,-0.2,-0.2,-0.1, 70,"D +0.1","D +0.1","D +0.2",4.6,0.20
"140","Morning Consult","Politico/Morning Consult","123275","poll","8/12 - 8/18","","17115 RV","","",Biden,,+11.0,#009900,2019-08-20 08:45:10,"https://morningconsult.com/2020-democratic-primary/",2019-08-12,2019-08-18,"1","Biden","","+11.0","#009900",31,20.0,15,NA, 5, 1, 9, 3, 3, 1, 3, 1, 0,NA, 1, 1, 1, 1,NA,NA, 1, 0, 1, 0,NA, 0,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"39","Fox News/Beacon Research/Shaw & Co. Research","FOX News","123247","poll","8/11 - 8/13",""," ","","",Biden,,+11.0,#009900,2019-08-15 18:03:04,"https://www.foxnews.com/politics/fox-news-poll-8-15",2019-08-11,2019-08-13,"1","Biden","","+11.0","#009900",31,10.0,20,NA, 3, 2, 8, 2, 3, 1, 3, 1, 0,NA, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,NA,NA,NA,NA,NA,NA,103, 40,"yes","yes","Live","no",-0.5,-0.5,"A-","D +1.5","71%","38%",5.6,5.7, 0.1,-0.5,-0.3,-0.5, 25,"D +2.7","D +1.5","D +1.0",4.9,0.00
"245","YouGov","Economist/YouGov","123210","poll","8/10 - 8/13",""," RV","","",Biden,,+3.0,#009900,2019-08-14 09:44:39,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/mujbtdyiti/econTabReport.pdf",2019-08-10,2019-08-13,"1","Biden","","+3.0","#009900",23,16.0,20,NA, 6, 1, 8, 5, 2, 2, 2, 1, 1,NA, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0,NA,NA,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"159","Morning Consult","Politico/Morning Consult","123179","poll","8/5 - 8/11","","17117 ","","",Biden,,+13.0,#009900,2019-08-12 23:21:48,"https://morningconsult.com/2020-democratic-primary/",2019-08-05,2019-08-11,"1","Biden","","+13.0","#009900",33,20.0,14,NA, 5, 1, 9, 3, 2, 1, 3, 1, 1,NA, 1, 1, 1, 1,NA,NA, 1, 0, 1, 0, 1, 0,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"267",NA,"The Hill/HarrisX","123245","poll","8/9 - 8/10","","451 RV","","",Biden,,+15.0,#009900,2019-08-15 07:43:41,"https://thehill.com/hilltv/what-americas-thinking/457430-biden-sanders-warren-support-dips-in-new-poll",2019-08-09,2019-08-10,"1","Biden","","+15.0","#009900",31,16.0,10,NA, 4, 2, 7, 4, 1, 1, 1, 1, 0,NA, 1, 2, 2, 2, 1, 0, 1, 0, 1, 0, 0, 0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","YouGov","Economist/YouGov","123113","poll","8/3 - 8/6","","1161 RV","2.9","",Biden,,+7.0,#009900,2019-08-07 10:14:34,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/7jv630mjdk/econTabReport.pdf",2019-08-03,2019-08-06,"1","Biden","","+7.0","#009900",25,13.0,18,NA, 7, 1, 8, 2, 2, 3, 2, 1, 1,NA, 1, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0,NA, 0,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
"82","Ipsos","Reuters/Ipsos","123292","poll","8/1 - 8/5",""," RV","","",Biden,,+5.0,#009900,2019-08-21 09:33:51,"https://www.realclearpolitics.com/docs/2019/Ipsos_Aug_1-5.pdf",2019-08-01,2019-08-05,"1","Biden","","+5.0","#009900",25,20.0,10,NA, 5, 1, 7, 2, 2, 1, 3, 0, 0,NA, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0,NA, 0,NA,NA,NA,NA,154, 66,"yes","no","Online","no", 0.3, 0.5,"B-","D +0.2","71%","23%",4.5,4.8,-0.1, 0.3, 0.2, 0.5, 60,"D +0.3","D +0.2","D +0.8",3.5,0.16
"186","Quinnipiac University","Quinnipiac","123092","poll","8/1 - 8/5","","807 RV","4.1","",Biden,,+11.0,#009900,2019-08-06 15:08:28,"https://poll.qu.edu/images/polling/us/us08062019_ubrt73.pdf/",2019-08-01,2019-08-05,"1","Biden","","+11.0","#009900",32,14.0,21,NA, 5, 1, 7, 2, 1, 1, 2, 0, 0,NA, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,NA, 0,NA,NA,NA,NA,267,204,"yes","yes","Live","no",-0.1,-0.2,"B+","D +0.2","83%","25%",4.6,5.5,-0.7,-0.1,-0.1,-0.2,152,"D +0.2","D +0.2","D +0.5",5.2,0.00
"202","SurveyUSA","SurveyUSA","123169","poll","8/1 - 8/5","","999 LV","","",Biden,,+13.0,#009900,2019-08-09 18:11:52,"http://www.surveyusa.com/client/PollReport.aspx?g=1736552c-4e9a-461e-ba78-2cc6729082fd",2019-08-01,2019-08-05,"1","Biden","","+13.0","#009900",33,20.0,19,NA, 8, 1, 9, 1, 0, 0, 1, 0, 0,NA, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,NA, 0,NA,NA,NA,NA,325,790,"yes","partial","IVR/Online/Live","no",-1.1,-0.8,"A","D +0.1","90%","19%",4.6,5.9,-1.1,-1.1,-1.0,-0.8,628,"D +0.1","D +0.1","R +0.3",5.0,0.12
"161","Morning Consult","Politico/Morning Consult","123081","poll","8/1 - 8/4","","9845 RV","","",Biden,,+14.0,#009900,2019-08-05 23:31:03,"https://morningconsult.com/2020-democratic-primary/",2019-08-01,2019-08-04,"1","Biden","","+14.0","#009900",33,19.0,15,NA, 6, 1, 9, 3, 2, 1, 3, 1, 0,NA, 1, 1, 1, 1,NA,NA, 1, 0, 1, 0, 0, 0,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"59","Harris Insights & Analytics","Harvard-Harris","123050","poll","7/31 - 8/1","","585 RV","","",Biden,,+17.0,#009900,2019-08-02 23:58:07,"https://www.realclearpolitics.com/docs/2019/Harvard-Harris_July_2019_Topline_Registered_Voters.pdf",2019-07-31,2019-08-01,"1","Biden","","+17.0","#009900",34,17.0, 8, 0, 4, 1, 9, 3, 1, 0, 2, 1,NA,NA, 0, 1, 0,NA,NA, 0, 1,NA, 0, 0, 0, 0, 0, 1,NA,NA,NA,NA,133,169,"yes","no","Online","no", 0.8, 0.9,"C+","R +1.3","83%","49%",5.1,3.5, 1.8, 0.8, 0.6, 0.9,169,"R +1.5","R +1.3","D +0.7",4.0,0.00
"74","IBD/TIPP","IBD/TIPP","123131","poll","7/25 - 8/1","","350 RV","","",Biden,,+13.0,#009900,2019-08-07 15:46:14,"https://www.investors.com/politics/joe-biden-has-big-lead-president-trump-job-approval-slides-ibd-tipp-poll/",2019-07-25,2019-08-01,"1","Biden","","+13.0","#009900",30,12.0,17,NA, 6, 1,11, 1, 0, 1, 2,NA, 0,NA, 0, 0, 0, 0,NA,NA, 1, 0, 0, 1, 0, 0,NA,NA,NA,NA,NA,NA,144, 22,"yes","yes","Live","no",-2.0,-1.1,"A/B°","R +0.8","73%","5%",2.1,4.0,-1.7,-2.0,-0.9,-1.1, 22,"R +1.8","R +0.8","R +1.3",3.4,0.23
"152","Morning Consult","Politico/Morning Consult","123049","poll","8/1 - 8/1","","2419 RV","","",Biden,,+14.0,#009900,2019-08-02 14:33:29,"https://morningconsult.com/2019/08/02/detroit-debates-deliver-meager-returns-for-bidens-challengers/",2019-08-01,2019-08-01,"1","Biden","","+14.0","#009900",32,18.0,15,NA, 6, 1,10, 3, 2, 1, 3, 1, 0,NA, 1, 1, 1, 0,NA,NA, 1, 0, 1, 0, 0, 0,NA,NA,NA,NA,NA,NA,218, 12,"no","no","Online","no", 0.2, 1.0,"B/C°","D +0.2","75%","25%",3.0,3.5,-0.4, 0.2, 0.1, 1.0, 12,"D +0.6","D +0.2","R +0.6",3.6,0.00
"214","YouGov","Economist/YouGov","122998","poll","7/27 - 7/30",""," RV","","",Biden,,+6.0,#009900,2019-07-31 10:15:36,"https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/hash0nbry8/econTabReport.pdf",2019-07-27,2019-07-30,"1","Biden","","+6.0","#009900",26,13.0,20,NA, 6, 0,11, 2, 1, 2, 3, 0, 0,NA, 1, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0,NA, 0,NA,NA,NA,NA,391,395,"no","no","Online","no",-0.1, 0.4,"B-","D +0.4","89%","30%",5.0,5.1, 0.0,-0.1,-0.1, 0.4,347,"D +0.4","D +0.4","D +0.3",4.6,0.00
